Tweet,Sentiment
WI 1848 Forward: #Forbes: #ObamaCare ? A good deal ? #ACA vs #elites #1% #Akin #Santorum -Think about it #WOW #NARAL http://t.co/J9Mt0ocRQh,0
"I''m sooooo full, Mrs. Spillane''s cupcakes are perfection #fattie #amazing",0
So jealous of all these festival goers #glasto #HardRockCalling #lifehaschanged,1
"#electro #house Rudimental, Diplo, B-Traits, Zane Lowe - Live Essential Mix @ Glastonbury 2013... http://t.co/Bbdo3NPGrf",0
#f1silverstone #glastonbury #notleavingthehouse,1
@Branem94 @Dumisan322 what I''d do for a Post Dinner right now! #goodtimes #misstheboys,1
Foto: bunnogram: #GunsAndRoses #Bunbury #EnriqueBunbury #RockNâRoll #music #AxlRose by gizegunsbury... http://t.co/hDh7FGPDGH,0
Spain #hot #holiday #view #amazing #pool2k13 https://t.co/cd0drlXhdM,0
"RT @oxfamgb: 3,225: the number of loos on-site at #Glasto 2011. And it takes a team of 300 brave souls to keep them working. #glastofacts",0
"Back from #glastonbury Where the dew drops cry and the cats meow. Very exhausted-but worth it for #PORTISHEAD, #DINOSAURJR, #SAVAGES, #GOAT",1
#saree #back #look #witharen #mom in #traditional outfit. #crops #celebration #festival #hindu #festâ¦ http://t.co/pZPP0ea9WS,0
Not the greatest #Stones fan but #Glastonbury ''you''re wrong for this 1'' those old boys look uncomfortable #Hugs4Grandads,1
in too gooder mood to watch glastonbury on bbc it will just make me so depressed #missingout #ilbeback,0
What the fuck is Gemma Cairney and why is she on my tele?? #mong Chase and Status set at #glastonbury,0
#gaypride #pride #lesbian I made this for a #friend her #bday #party is #today http://t.co/W4VijsqPMq,0
RT @JTSemotiuk: @carmelleboston No need for a machete as Edmonton''s potholes would stop the zombies. #YegPotholes #Yeg,0
Note to self! Check tv listings to see when #thestones are playing at #glastonbury2013 Have been watching #bbc3 instead of #bbc2 #dumbarse,0
#sun #sunny #sunnyday #TagsForLikes #sunnydays #sunlight #light #sunshine #shine #nature #skyâ¦ http://t.co/RYrA3Eg2Eq,0
Well they were quite good #rollingheadstones #glastonbury,0
Ben Williams 6-4 Sam Munnings #tennis #wimbledon #stgeorge''spark @BWILLIAMSRADIO,1
@bbcintrowest It''s quite ironic really because they will most proably be rolling onto the stage #Old #MobiltyScooters #Glasto,0
Watching Glastonbury festival on BBC makes me want to be there so badly. #glastonbury #xx #rollingstones #majorlazer #mumfordandsons #altj,0
Watchin #glasto & realised it Brighouse Festival ''o Brass tomorrow which is excellent #highlightoftheyear #gomarchingtohymns,0
That Example''s a card #glastonbury #cuntsinwellies,0
,0
12. Melody''s Echo Chamber (The Park) #excitedforthis #glasto,0
Drugs are clearly good for you. #keithrichards #aliveandkickin #stones,1
Watching @example on BBC3 at #Glastonbury and could cry a wee bit that I''m not there!! No #TITP this year either. #mudwithdrawals,0
Today in #London we are excited to join @britbound on their Monopoly challenge! #goodtimes #sharetheadventure #sanzateachers bring it on!,0
Happy #Glastonbury #ArmedForcesDay #PrideLondon #Wimbledon #sittingonyourarsewatchingtv #other day!,1
Watching 2 door cinema club and Example :-) #Amazing #Glastonbury #GwanCuz,0
Race day rdy good luck tonight @JeffGordonweb nascaronspeed #speed #speedtv #nascar #sprintcup #chaseâ¦ http://t.co/IJ5MfzbBhG,0
#IDONTDOTRAFFICJAMS #M25 #motorway #queue #traffic #isthisreallife #driving #stuck #FML http://t.co/dRkP7zrlis,0
And he hugged her??!!!???!!??!!? Bacha bada hogaya!!!!! #Jealous #CrazyFan #Wish #Dream #Shantanu,0
So the past few songs that have been on TV have just reminded me of Malia!! #takemeback #goodtimes #malia,1
"@LettsC @JoyceMeyer WHAT? You where marching with the ""Rock ''n Rollers for Jesus"" straight to #hell? I trust you also liked #Elvis. #SOS!",0
#Chart: how the @RollingStones took over #Glastonbury: https://t.co/LoEmZ1zOjH,0
Waiting for the Rolling Stones set at Glastonbury #neverstop #legends,0
Watched in awe a bunch of cool old men with my old man. Stones were incredible. #alotofcoololdmen #thestones,0
Mariners vs. Cubs!! #Seattle #mariners #cubs #baseball #safecofield #turnitback #amazingâ¦ http://t.co/PSVKd6AYEq,0
WATCHERS: Explore the magic of the British countryside in this fantasy adventure #YAlit #glastonbury #book http://t.co/s4SdIz8vBU,1
"@laurenlaverne are you gonna go see @The_Strypes ? 
I''m hoping they are gonna be on #TheRedButton 
#Glasto",0
Birthday girl :) #presents #love #london #drinks #goodtimes,0
The Stones look like someone dug them up out of a graveyard! #loveem #Glastonbury2013,1
Ok. Spoilt for choice. #Lions #Wimbledon #Glastonbury #confedcup #F1. TiVo in overdrive. Thank god for tv on demand! #notgoingout,1
#proud #mama Alyssah has her #state #track #meet today.. so proud of her.. #state #finalist #softballâ¦ http://t.co/n3ddP4qAAN,1
"I''m guessing Eavis ran out of money after paying for them old farts, hence Example appearing for free #glasto #shit #crustytreedwellingtwats",0
RT @gretchenfullido: #TBT Studio 23''s Barkada Gimik & Beach House in Boracay w/ @gidgetdc mark_salamat #Goodtimes #Shoot http://t.co/Pc2sgNâ¦,0
Don''t often see the other stage half full on a Saturday night #glastonbury #stonesfactor,1
RT @HighbridgeQtr: #Highbridgeqtr #festival #nefollowers http://t.co/Jf8ugYRc06,0
"@example watching from home on tv, fantabulous, #wishiwasthere go Elliott gleave and Mrs gleave, #belatedcongratsbtw",0
Watching this glastonbury is getting me in the festival mood... Can''t wait for #EDCLondon an #Creamfields2013,1
Can''t wait for T in the park #excited #thekillers #Rihanna #festival #tinthepark #stereophonics,0
Are you at #Glastonbury? Lucky you! Look out for @PlanUK''s film being screened: http://t.co/aVhTIztxql #bcimagirl #glasto,0
"Wimbledon, Glastonbury and Silverstone all at the same time. #LoveBritain",1
#trampthedirtdown still sends a shiver down my spine. #glastonbury. #angerisanenergy.,0
Had A Great Night At The Bonfire W. My Niggs . (: #GoodLaughs #GoodTimes,0
"@HayleyMagness @mikekmusic #musicians #touring #jealous it''s a fun time, for sure. Come to a show sometime! :)",1
"Stones at #Glasto tonight; but not the full set on TV, only 1 hour of a 2 hour set!!! Gutted. It''ll be geriatricly epic #IjustMadeUpaWord",0
#puppy #sunbather #oscar #dog #love#sunshine http://t.co/10nfuBG4jA,0
@benhowardmusic at #glasto #Awesome #Jelaous  #DancingLittleNieceInLivingroom,1
Wij zijn er klaar voor.. Programa voor vandaag = #Frissnfruitig #Festival (19:00/22:00) #Beachhouse (01:00/04:00) gigs,0
"Taking it back, way back . #igdaily #50cent #21questions #music #throwback http://t.co/UYb8qwSyjO",0
Hopefully I will be seeing this in a few weeks #Stones #HypePark #FingersCrossed,1
Having watched @benhowardmusic at #glasto highlights we''ve not got a trip to Belfast on the cards for August! #benhowardgig #excited,0
"Time to press play on @professorgreen at #Glastonbury Need You Tonite / Get Lucky mash up, Adele x #DaBomb http://t.co/3rvY09239i""",0
havin few cans on my own #thejoys #mylife #jealous?,1
#minecraftart #minecraft #castle #fortress #epic #sun #sunny #picsart #MCfeenix http://t.co/HCbEbjopeg,0
RT @deplaymaker: Al parecer los #Mavs y #Celtics estan en conversaciones sobre R.Rondo. En Boston van a limpiar la casa. #Wow,0
Friday spent in #Portland with the #best! #funnights #adventures #home #friends #laughs,0
and he can play the harmonica #endlesstalents #rollingstones,0
i think i''m the owner of an apple branded brick #brilliant #worstweekever,0
Have you read our blog about #glastonburyÂ #vintage #customised #jackets? CHECK IT OUT: http://t.co/02VLoCXT34 #blog #fashion,0
@reneyyxo @EvLuke I think you''re actually one of the few peeps in sheff that hasn''t seen my cock mate #gutted #kirbslovesit @dannyk292,0
Ready for a night out!! #club #bar #kooclub #amigas #drunk #goodtimes #brasil #brazil #friends #girlsâ¦ http://t.co/xQ4CcH3DqO,0
Enjoy your #Sunshine #wordup #love #nailboss #nails #justsayin http://t.co/MFWQUw2WEx,0
Stick your #glastonbury and #HardRockCalling. I''m saving my time for the legendary #Fishomania drink-a-thon. Join in if you know the words.,1
WHY COULDN''T SOMEONE JUST TRANSPORT ME TO GLASTONBURY #wallowinginsadness #arcticmonkeys #mybabies,1
I beg your pardon? #OneDirection gagne le Silver Clef #award du meilleur #live face aux #RollingStones ou #TheBoss http://t.co/aLXg0fh8YO,0
Think I may of had a eperleptick fit just now watching chase and status! #lighting #flashing #Glastonbury #2013 #radio1,0
One hour until the mighty stones :-) #glastonbury #blackhorse,1
"Lurv this song!
#glastonbury #SayNothing!",0
Sum atmosphere at that #Glastonbury  #zombies,1
"It''s not #SaudisInAudis, it''s #KarlovyVary #film #festival #audikviff http://t.co/i2Khfc3Wnc",0
The Lions giving @BobTheCork goosebumps. Meanwhile reading about the Stones playing Glastonbury doing the same to me. #eachtotheirown,1
@Treasarose2 Watching Ben Howard at Glastonbury #WishWeWereThere. #WhyDidntWe?,1
@cherylhk & @helencupples are of to #summermadness to visit our GGC youth ... #summerfun #wellieBoots #lotsofmud #goodtimes,1
#hegyalja #rock #love #freedom #festival #peace http://t.co/cs63pTYDEG,0
"#stones, not sure. Iconic yes, but did they leave it too long before playing #glasto...? #notfeelingit  #maybeyouhavetobethere",0
On the road yeah! #instagramturkiye #instalike #instagram #rocknroll #rock #road http://t.co/uIeeYaoej0,0
Wishing my friends lots of fun in Paddys tonight! @katieosmond11 @katiesnow13 @TaylorHiscock #InfiniteBeers #MissU #WishIWasThere #Spirit,0
For some reason I''m thinking of that last flight we did together to Moz #POL #crewlife #cabinsecure. #flightattendant #goodtimes @M_Nyathi_,0
Is the #rollingstones drummer missing his teeth or sucking on a rotten apple ? #horriblefuckingexcuseforacomeback,0
Ben Howard can fuck off. #SoShit #Glastonbury,0
Rolling to glastonbury #rollingstones #rollingbaines,0
@hodge_182: Example is the perfect example of fame making ugly people seem attractive judging by his model wife #glastonbury #butters,0
I hope to see the #PurpleAki flag at the #BruceForsyth and #KennyRogers sets #Glastonbury,1
"Go buy #MadeInTheUSA now !!!! It''s going to be @ddlovato ''s nr.1 #SummerHit  this year !!!!
#Demi #iTunes #Music #Summer #Beautiful",0
Sunset from Gan. ~ #sunset #sunshine #instamood #instagallery #instanature #picoftheday #tagforlikes #awesome #eve... http://t.co/AgzGBWWBtp,0
So Loving @GlastoFest  on #BBC3 @example Much Better in Concert than I Expected #LovinTheMusic #Festival Cant Wait For @Therollingston3 :D,0
Gym done. Now #lions then #londonpride #greatsaturday,1
"#rubywedding Anniversary today,   Rolling Stones still going strong too #glastonbury  looks fun, but no ensuite it seems  -Time for comforts",1
"RT @HLVIIMack: ""Highly Animated Mugen"" coming to #Datpiff July 2 #Japanese #Anime inspired #Hiphop #Music #HLVII #canada #London ##Hiphopaiâ¦",0
So funny when the cameras at #Glastonbury zoom in to someone singing along to a song but they dnt know the words! #aslongasyoureenjoying,1
#town #pout #saturday #night #buzzing #out #with #the #boys #hair #spikey #sonic #shirt #smart #beenâ¦ http://t.co/r814Y6fK4b,0
At Glasto and can report @ColeenRoo here and looking super slim less than two months after having baby Klay! Wow! #hotmamma #Glastonbury,0
"RT @TheRealBobKat: RT @rahul003: Delhi loves @BombayBassment!!
#hardrockcafe #hrcindia #gig #live #mumbai #newdelhi #india #indianâ¦ http://â¦",1
@GreatDismal A slice of #Japan at The Cinematheque inÂ #Vancouver http://t.co/omrIZBu3K5  #GhibliFest #anime,0
How amazing were @TDCinemaClub ? #glastonbury2013. #norniron,0
@Steph_Waring negative bullshit #thereonlyjelous #wow #unreal#x,0
@Creamfields is gonna piss on Glastonbury #theprodigy #tiesto #avicii #steveangello #sebastianingrosso #mint #####,0
up the kitty cats #lions #meeeeoowwwwwwwn,1
@djcarnage absolutely killed it at the #edcwrapparty #unreal #nukes,0
#photooftheday #pixoftheday #picstich #bestoftheday #like #tbt #cute #awesome #jj #amazing #instahoodâ¦ http://t.co/RTBvkNduZi,0
Just caught a cheeky bit of fatboy slim/beats international  in the beats hotel. #glastonbury #fatboy #cidertime,0
Cheeky bit of Ben Howard on a Saturday afternoon #goodstuff #glasto,0
We didn''t go 2 #glasto but we did have our own here at #HoxtonRocks - here''s a pic of @Goldrayband performing in BT http://t.co/tN3l2Lg0oK,0
Smile #smile #like4like #followme #saturday #silly #shy #boring #eyes #k #know #make #amazing #lazy http://t.co/2cyRxPOnUi,0
Sexy ass!!#ktm #supercar #gathering #event #today #carporn #exhaust #manifold #kedah #nice #ass #autoshow http://t.co/doOEWiy1VV,0
Welcoming The Rolling Stones To #Glastonbury #limerick http://t.co/5fzb3mElQC,1
Watching the Rolling Stones at Glastonbury thinking of my Daddio. Growing up listening to their Cds on car journeys #reminiscing #missingyou,0
RT @nailed_ituk: Check out our other items at http://t.co/M6HaBxYqZB including your all time fav spiked bracelet!! #festival #spikes http:/â¦,0
å°¿ç®¡çµç³ http://t.co/ePKzWhlm1i #Ureteral #stones,0
Can anyone at #glastonbury actually sing.....?..#Soundlikemedad,0
#Birmingham Sundays: #spiritual programme with #meditation (free) 11am-1pm 106 Icknield Port Rd #Edgbaston B16 OAA tel: 0845 094 5850 #UK,0
I''m on top of the world! #ireland #kerry #location #amazing #ladiesview @ Ladies View http://t.co/SLGasWU7LR,1
"RT @thisisTomRiley: ""HA HA THEY''RE OLD!"" - laughs Twitter. Which is, of course, populated by immortals. #rollingstones #140charactersvs51yeâ¦",1
I hate the fact that Brian Jones isn''t as remembered any more. #GoldenStone #TheRollingStones,0
"Te ir tas, ko gaidÄ«ju visvairÄk no Glastonbury 2013 http://t.co/NPkE9HzyVy 
#BBCR1 #essentialmix",0
RT @Judi_Moore: @andy_murray looking very dapper in the Royal Box at #Wimbledon this afternoon. #Champions #ArmedForcesDay,0
"procuro ""miles kane glastonbury 2013 full concert"" e aparecem-me os arctic monkeys #milex",1
15 yrs of deliciousness #scotchscotchscotch #stones http://t.co/H5gt4eIRlx,0
#hollywood #losangeles #la #money #hair #long #kiss #home #fashion #style #fly #flight #mercedes #boy #girl #vintage #benz #rich #privatejet,0
Punting for pussies #Cambridge #sunshine #skills http://t.co/Trlj29TZOl,1
#best #friends #out  #drunk #shots #amazing #night #love #her #glasgow #campus http://t.co/tCoHj7eB5Q,0
"#lions MT ""@Cardiffrinj: According to @samwarburton_ , it''s quite simply the biggest game of his career. That''s what I call a True #Brit.""",1
,0
I better watch Primal Scream since I have no memory of watching them the last twice I''ve seen them live #HeatonPark #GlasgowGreen #Glasto,1
This must be the place is a #mental #funny #touching #boring #strange film. #goodthough,0
#purely #amazing #CHANEL #horse #tattoo #blonde #man #hot #dontfreakout #beautiful #instalove #instafashion... http://t.co/6nq9DY2qPo,0
@djcarnage absolutely killed it at the #edcwrapparty #unreal #nukes,1
Haim on Glastonbury footage sound like the Vic and Bob club singer round #dogshit,0
RT @Jamie_Clayton: That story of the Trans teen couple on  #abc2020 was so EPIC!! I''m so happy for them!! #epic #thefuture #amazing #girlslâ¦,0
de #geluidsnormen binnen de #kinderopvang zijn strenger dan die voor een gemiddeld #festival #onnodig #streng,0
Yummiest lunch ever #larkins #newlandave #amazing âº http://t.co/YRYxEYiQK6,0
@BillBailey Still think your slot at #Sonisphere was better than pretty much everything I''ve heard at #glastonbury,1
#love #dj #life #amazing #private #party #france #hehe #poussetoidedevant #lafoliedanstonbody http://t.co/p6Zicn6IJ7,0
Todoo un exitoo esta noche de rommies jaja y apenas empezamos #LikeOldTimes #GoodTimes #Venga,1
Wow Amazing man first record Rolling Stones #GoodReasonToIncreaseRetirementAgeto75 #Glasto  #glastonbury,1
Starsky & Hutch @DiGuerra10 #Dis #Capacidad #Retraso #Mental #De #Vitaldent http://t.co/jbVO6EekW7,0
Chase & Status looks mad!#massivefan  #glastonbury,0
#love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #followme #follow4follow #... http://t.co/7orlu5zfdT #gifboom,0
Watching @benhowardmusic at Glasto #amazing #massivecrowd,0
Two door cinema club should be called human resources #glastonbury #shitehawks,0
RT @nikkiclark81: #Glastonbury is not my thing! (Usually music I hate) just heard the dancehall stage tho and cld cry! Sounds amazing! #bruâ¦,0
Stupid no tv not being able to watch the lions or the tour #soangry #TourDeFrance #Lions,1
Public Enemy @Glastonbury! Greatness - I swear!! @MrChuckD #publicenemy #pe #Greatness #glastonbury #banusance #nalikanevaeh #1xtra #ChuckD,1
"Need to watch the Rolling Stones tonight at glastonbury, just to see who their special guest is! #PaulMcCartneyplease #beatlesandstones",0
Watching BBC coverage of Stones at #glastonbury and keep seeing guy in blue check button up shirt. What is with that? #Festivalfail,1
As good a time as any to bump this: http://t.co/ls0Vzm3pE7 #Stoneslive #keef #rolllingstonesGlastonbury #rollingstones #happy,1
ÎÏÎ±Î²ÎµÎ¯Î¿ Urban STAN â¥: http://t.co/UFtdvO4j3C via @youtube  @STAN_Official ÏÎ¿ ÏÏÏÏÎ¿ Î¼Î±Ï Î²ÏÎ±Î²ÎµÎ¯Î¿!â¥ #proud by: #teamSTAN â¥,0
Me and my best bro dashario25 #PCB2K13 #Sharkies #Epic http://t.co/r5OCKZgGZN,0
RT @Fresh_Living: Watching the tennis? Serve an ace of desserts â gorgeous Eton mess -  at your #Wimbledon party! #recipe http://t.co/cUhnPâ¦,1
I WIIIIIILLLLL LET YOU GOOOOOOOOO!!!!!! #BestOneYet #ChaseNStatus #Glastonbury,1
"JUST SAW THE FAMOUS PURPLE AKI GLASTONBURY FLAG 
 DURING PRIMAL SCREAM''S SET !!! 
#MadeMyNight #Glastonbury",1
Keith Richards looks bored #glasto #notasboredasme,0
#London #glastonbury #AsABoyfriend #MomentOfSilence #JDT Watch my video! http://t.co/UveZwGuPpa,0
Iba talaga ang fiesta sa aplaya sa calamba! masaya at nambabasa? hahahaha! #festival #fiesta #calambaâ¦ http://t.co/m67jAvdLCS,0
#omg #habib #retweeted #and #liked #my #insta #lufc #leeds #ex #player #legend #thinklikeaboss #soooâ¦ http://t.co/ALbWl6lGgs,1
"THERE IS A LIGHT THAT NEVER GOES OUT.   @Johnny_Marr 
ON FREEVIEW 301

#marrtyr  #mozarmy  #glastonbury",0
The good thing about watching #glastonbury on the TV is you can get into your own bed after the music. #gettingolder #badback,0
"I''m listening to ""Bed"" by J. Holiday #goodtimes http://t.co/130ZaULvNE #pandora",1
Can''t believe I saw a last shadow puppets reunion live #blessed #standingnexttome #glastonbury,1
Rolling Stones. Really? Over rated now and then. Get back to the Wat Tyler #dartford #glastonbury,1
First year that we don''t have festival activities planned :( Defo doing one in 2014 #wireless #vfest #glasto #leeds #girlsweekend :),0
"Watching Ben Howard at #glasto.. Marry me, teach me to surf and sing to me!!! #bemine",0
"âªLeah McFall and http://t.co/WvZYVddD2x - Bang Bangâ«

#TheVoice #UK #Series2 #TeamWill #Final #SecondSong #Duet #RunnerUp",1
#perfect #amazing #spectacular #absolutelyphenomenal #micheljackson #instrumental #MJfam #iloveit xx http://t.co/Gm76XMicaS â¦,0
That was the song we were all waiting for. #notdissapointed #amazing #satisfactionachieved,0
#example - is that the #inbetweeners new project?,1
QED RT @twirus_nl: Top Populaire topics:  1 #avondetappe 2 #tdf 3^ Stones 4 #DeMart 5^ #Glastonbury,0
Happily watching #glastonbury  when she comes in and fiddles with remote hence now no sound and picture scrambled #Grrrr,0
#GoodTimes #chic at #glastonbury #nilerogers #freestyle #DaftPunk #GetLucky #party #onstage #amazing #music http://t.co/aKm3zeBRxL,0
Chase and Status at glastonbury... #frightening,0
The place to be tonight! #wallabies vs #lions #etihad http://t.co/gQcAdiBeBo,1
Forgot how good Arctic Monkeys are #Glastonbury #amazingset #wanttogonow,1
"Remember #smokefest part of @Smoke_Radio freshers last year? Well @bytherivers who played, performed at #glasto today http://t.co/AEIKWv6eVg",1
Instead of #glasto I''m at home with R6 baking bread and smoking trout and garlic #keepingitreal  #notliketheolddays http://t.co/6gDJ365c14,1
Just watched @thismoko''s set from #Glastonbury yesterday. #AuralPleasure,0
Chase and status at #Glastonbury2013Live #cantcope #MINT!,0
Nas killing the #sonicstage at #glastonbury kc_nair & I witnessed history. The #GodMc #Nas #GodsSonâ¦ http://t.co/bRwbhGnCkL,1
Taken to the sanctuary of The John Peel tent to watch Daughter. #itshotoutthere #glastonbury #Saturday,0
Chase @ status are the bollocks.   Nothing else watch but them up the c&s.  #glastonbury #jungle #dubsteping @majestic888 @PBish91,0
#party #tunco #LosAmigosPilsener #nowPlaying @fideldjnegro,0
I can''t watch this #bbcglasto coverage. It''s popular TV. And somehow they managed to make the Arctic Monkeys sound good live!! #autotune,0
might be ok if you are there (doubt it by the look of it) but it sure makes for s***e telly. #overhypedbbcw***fest #glastonbury,0
Rudimental!! #badarsemofo #glasto #looksamazing,1
#glastonbury #NFFC #charlie #flag #spotted #genius #saturdaynight,1
#Saatchi #gallery #paper #art #amazing #wow #dawn #clements #drawing #remembering @ Saatchi Gallery http://t.co/neHBfgS0OP,0
"I''m not watching the Rolling Stones, I''m sat listening to the Doors #decent60sband #rocknroll",0
Well I may be ancient by #Wimbledon13 women''s standards but watching #Example at # Glastonbury and they are fabulous #ancientmusicfan,1
Reunited with my niggas yesterday! #goodtimes #lesbos @manderzxoxo21 @SarahhJeanx0,1
#glastonbury #chase&status #rollingstones  mm no comparison #chase&status are awesome tonight #unbeatable,1
kblock43''s photo http://t.co/KHseL2Aue6 #legends #block #dorans,0
I am now a fan of @example #bouncin #Glasto2013,0
Thinking another evening with #glastonbury on the Telly-Box as Mrs M out on the town! #sofasurfing with a couple of beers.,0
Watching Glastonbury feeling Jel :( #festivalfun #dancelikenobodyswatching #partyneverends,0
Holy moly i need one of those cloaks #stones #poorostrich,1
Example now chase and status #glastonbury #perfnight,0
Gonna be on the fucking ball next friday to get these Arctic Monkeys tickets #OnIt #BetterFrickingGetThem #ArcticMonkeys,0
"Come on, Wales! #lions #cymruambyth",1
"Det regner, men vi er i godt humÃ¸r..:) #rf13 #east #festival #roskilde #waiting #drink #party #drunkâ¦ http://t.co/Ajs9VHjs0B",0
crawling back to you #AlexTurner #love #ArcticMonkeys #HeinekenOpenerFestival #concert #in4days #soexcited,0
#ryangosling #GQ #man #magazine #hot #amazing #ralphlauren #actor #cover #shoot #repost http://t.co/hWvXoKXH06,0
Decade / fripSide #nowplaying #LISMO,0
"Mick Jagger is 69, Keith Richards is 69, Ronnie Wood is 66 and Charlie Watts is 72! #whaaaat #therollingstones #bbcglasto",0
Fui al cielo por un momento.. #converse #love #shopping #amazing #SanFrancisco http://t.co/JTdSHpRf2B,0
"For all the deriders on Twitter, Mick Jagger will be 70 soon and he is NAILING #glasto #ThinkOn",0
"If you don''t have the time, to give your love to me! #chase&status #tuuuuuneee",0
"I have no idea what this means. ""@mattzki: Loads of #wom and #wub in @thedjangos set at The Park #glastonbury""",1
RT @aliciavperry: I think they should rename HenmansHill to #MurraysMountain in support of @andy_murray this year. Whose with me?? #Wimbledâ¦,1
Can''t believe my uncle and auntie are at Glastonbury pitching in a tent haha #hippies,0
It''s day two of #glastonbury ''s official line-up and almost time for the #TheRollingStones. Who''s excited? #lovewellies,0
#redarrows #planes #show #talent #smoke #blue #red #white #britain #clear #sky #beautiful #day #amazing http://t.co/I0rjlVYZ0N,0
RT @SkySportsPeteO: Nottingham Forest set for talks with Jamie Paterson after agreeing fee with Walsall for winger. #nffc #walsallfc,1
æããã·ããããLed Zeppelinãã¦ã£ã¢ã¼ã»ã´ãã»ã°ã«ã¼ã´ããåããé¢ããããªãã1970å¹´ (10:22) #sm1156513 http://t.co/OLRWKFfPTHã #nowplaying,0
So long #Miriam...... Time for a bit of #glastonbury,1
Literally weeping about the shit on #glastonbury .. #example fuck right off please #icannotconnect,0
"#stones at #Glastonbury2013Live or ""Dinnerladies - The Musical"" #youdecide",1
i still cant believe the rolling stones are headlining glastonbury #outdated,1
#kol #deathgrips #howler #kasabian #arcticmonkeys #tame #impala #lonerism #libertines #wpsiatwinâ¦ http://t.co/lyHfglhJxw,1
"fkn piss off from blandonbury example,and save your shit tunes for gay pride #camptwat..#bbcglasto",1
Anyone out there suffering Glasto envy? Google image Glastonbury toilets and it will soon pass. #happyathome,0
A whole new take on Camelot-THE FORGOTTEN QUEEN http://t.co/QGlsJKBXZl #CR4U #ebook #legends,1
#Glasto13 maybe you should invite @David_Cameron to #Glasto14 and let him sing Tracey Chapmans song #sorryisallthatIcansay,0
#Glastonbury Dilemma: do I see HAIM twice after seeing them yesterday or do I see Azealia Banks & then Iggy Azalea? #halp,1
#heyday #stones https://t.co/PKYfUIM1eo,0
This song on #Glastonbury reminds me of when a CD got stuck on my old hi-fi. Err-err-err-err-err-err-err-err-err-err! #SomeoneGiveHimANudge,0
"@WileyUpdates Well done on the #Glastonbury issue, set an example some #afrobeats artists are making way more money per show without Glasto.",1
Vandaag trending volgens Staat Geschreven #tdf #glastonbury #goot500 en #rz2013 24/7 live trends op http://t.co/rY8fZMjMUb,1
#Hurts live at #Glastonbury tonight!!! I can''t wait. @theohurts @AdamHurts #GlastonburyHurts #Happiness #Exile http://t.co/xsQf3AEAYk,0
Rubiks Rubix Cube Tissue Box Cover Big Bang Theory http://t.co/d84qvgE7ym #softkitty #penny #drsheldoncooper #sheldoncooper #bigbang #UK,0
Loving @chaseandstatus at Glastonbury they are unreal and very jel of the job of been their hype man #dreamjob,1
Face and Body don''t match but did they ever? #jagger #UTC,1
RT @Cathiey: @backstreetboys just watched the #daybreak interview and performance of new single! WOW! #gutted at not being there tmoz! #touâ¦,0
RT @DerryOConnor: Its one of those days that can be a great day for all #lions #limerickgaa #2/2 #nothingless,1
"@DisgruntledRob: Elvis Costello at Glastonbury on BBC. ""London is full of Arabs"". #oliversarmy",0
#Jumeira #jumeirah #jumeirahbeach #chilling #tanning #tan #dubai #dxb #uae #amazing #great #sun #dayâ¦ http://t.co/1WMLWFkO9c,0
"Just had a look back at #Oxegen2009 line up when I was there... Pisses all over this #Glastonbury lineup. Blur,KOL and the Killers headlined",0
Would honestly sell limbs to be at Glastonbury right now #stones #ilykeith,1
Brown Sugar is one of my all time favourite songs to perform with my band... ALWAYS a guaranteed floor filler! #rollingstones #alteregoband,1
#me #dad #dogs #me #morning #wolfy #wow #instakajdjs #instafamily http://t.co/u1DnWN5rgO,0
#burlesque #brandy #festival #sexy #blue #red #ig #igers #igdaily #instagood #instamood #instadailyâ¦ http://t.co/1RK4zKjXOM,0
The Orb & Kakatsitsi #glastonbury2013 #tribal #fluffyclouds http://t.co/Z4iULtGJhQ,0
Just can''t get the image of Mick & Keith''s Corner Shop out of my head. #StellaStreet #RollingStones #bbcglasto,0
They all look like they''ve got Pod on their feet #TheRollingStones #glastonbury #moonboots,0
Even the Lighting !! #Chaseandstatus #glastonbury #SomethingElse,1
Screw the antibiotics I''m getting drunk! #lions then #music #perfectday,0
"""@blakeshelton: #nowplaying with myself..."" me too ... no Nascar doing the duggey in Kentucky ... #BlameJJ",0
Pushing a coffee on site #aeropress #coffee @ Glastonbury Festival Of Contemporary Performing Arts http://t.co/StcRV91xJ7,0
Watching Chase & Status at Glastonbury is going to give me so much nostalgia from last summer :) #ChaseAndFuckingStatus,0
#Festival Ama la Vida. Hoy a las 22h. en el Recinto Ferial de #IslaCristina. Con @_AndyyLucas_ @Barrio_Sur @IyKoficial... #Huelva #MÃºsica,0
RROT''S -IN THE RAIN- on #Spotify http://t.co/YV7ciaQ8Aq #musique #klinken #INFORMATIE #tune 04-30-53,0
Example at Glastonbury :D #EpicSet #FlashBackOfOxygen11,0
Running on dirt roads sucks. There''s too much to step on #rocks #nails #gravel #roadkill #treebranches #stones,1
My sisters view for the Kenny concert.... #jealous #sandbar http://t.co/tD6gHXn2BM,1
#green #blue #sea #sky #beatiful #amazing #archipelago #good #instacamera #instalensa #sony #xperiazâ¦ http://t.co/6uxaa6AvJq,0
"Watching it on tv doesn''t give you the right to update about how awesome Glastonbury is...#Glastonbury #wankers",1
The excitement is growing #surreal #lions,0
"As the philosopher Jagger once said ""You can''t always get what you want."" #RollingStones #DrHouse",0
